age;workclass;education;education-num;marital-status;occupation;relationship;race;sex;hours-per-week;native-country;capital_gain_bin;capital_loss_bin;income
20;2;11;9;4;11;3;4;0;30;38;0;0;0
29;1;12;14;4;9;1;4;1;45;38;0;0;0
30;2;11;9;0;13;1;4;1;52;38;0;0;0
21;2;15;10;4;7;3;4;1;15;38;0;0;0
24;1;15;10;4;10;3;4;0;40;38;0;0;0
51;2;11;9;2;6;0;4;1;40;38;0;0;0
31;2;11;9;0;0;4;4;0;40;38;0;0;0
45;2;9;13;2;9;0;4;1;40;38;0;1;1
36;1;15;10;2;2;0;4;1;40;38;0;0;0
29;2;9;13;4;9;3;4;0;72;38;0;0;0
20;2;11;9;4;11;1;4;0;35;38;0;0;0
46;2;15;10;6;0;1;4;0;60;38;0;0;0
44;2;11;9;2;13;0;4;1;45;38;0;0;0
39;2;11;9;0;3;1;4;0;38;38;0;0;0
39;2;9;13;0;3;1;4;1;55;38;0;0;0
45;2;11;9;2;6;0;4;1;44;38;0;0;1
28;2;15;10;2;3;0;4;1;55;38;0;0;0
44;2;15;10;2;0;5;4;0;35;38;0;0;0
48;1;11;9;2;3;0;2;1;38;38;1;0;1
27;2;11;9;4;0;1;4;0;70;38;0;0;0
34;4;11;9;2;3;0;4;1;40;38;0;0;0
35;2;11;9;2;2;0;4;1;40;38;0;0;0
28;0;11;9;4;2;1;4;1;40;38;0;0;0
25;2;14;15;4;9;1;4;0;30;38;0;0;0
21;2;15;10;4;11;3;2;0;20;38;0;0;0
18;2;1;7;4;7;3;4;1;15;38;0;0;0
63;4;5;4;6;4;4;4;0;10;38;0;0;0
18;2;1;7;4;11;3;2;0;8;38;0;0;0
32;2;11;9;2;2;0;4;1;40;38;0;0;0
19;2;1;7;4;13;3;4;1;20;38;0;0;0
23;2;15;10;4;13;1;4;1;60;38;0;0;0
36;2;12;14;2;9;0;4;1;60;38;0;1;1
43;2;11;9;0;7;1;2;0;35;38;0;1;0
45;2;9;13;2;3;0;4;1;40;8;0;0;1
30;2;11;9;2;2;0;3;1;40;25;0;0;0
46;2;11;9;2;2;0;2;1;40;38;1;0;0
24;0;15;10;0;0;4;2;0;25;38;0;0;0
42;2;15;10;4;3;1;4;0;40;38;0;1;1
23;2;15;10;4;11;3;4;0;40;38;0;0;0
27;2;11;9;4;0;1;4;1;50;38;0;0;0
48;2;15;10;4;5;1;4;1;40;38;0;0;0
31;3;11;9;4;2;1;4;1;44;38;0;0;0
31;2;3;2;4;7;2;4;0;25;7;0;0;0
18;2;2;8;4;11;3;4;0;25;38;0;0;0
36;2;11;9;4;11;1;4;0;40;38;0;0;0
58;2;9;13;2;3;0;4;1;50;38;1;0;1
51;4;11;9;2;4;0;4;1;40;38;0;1;0
22;2;11;9;4;0;3;4;0;40;38;0;0;0
72;2;0;6;2;11;0;4;1;15;38;0;0;0
61;2;0;6;2;4;0;4;1;55;38;0;0;0
42;2;15;10;2;6;0;4;1;40;38;1;0;0
30;3;11;9;2;3;0;4;1;50;38;0;0;1
40;2;7;12;0;3;1;4;0;40;38;0;0;0
20;2;11;9;4;0;3;4;1;40;38;0;0;0
65;2;9;13;2;11;0;4;1;15;38;0;0;0
36;2;15;10;0;11;4;4;0;40;38;0;0;0
37;2;11;9;4;6;1;4;1;40;38;0;0;0
33;4;15;10;2;11;0;4;1;60;38;0;0;0
64;1;11;9;6;7;4;4;0;40;38;0;0;0
61;4;9;13;2;4;0;4;1;20;38;0;0;1
38;2;9;13;4;11;4;4;0;45;38;0;0;0
27;2;9;13;2;3;0;4;1;50;38;0;1;1
24;2;9;13;4;9;3;1;0;40;29;0;0;0
39;2;9;13;4;9;1;4;1;40;38;0;0;1
44;2;9;13;2;11;0;4;1;40;38;0;0;1
47;2;15;10;0;0;2;4;0;40;38;0;0;0
66;2;9;13;2;0;0;1;1;40;29;0;0;0
53;2;15;10;2;0;0;4;1;50;38;0;0;1
43;5;9;13;2;3;0;4;1;55;38;0;0;1
57;5;10;16;2;9;0;4;1;40;38;0;0;1
44;2;7;12;0;6;3;4;0;45;38;0;0;0
59;2;9;13;2;3;0;4;1;50;38;0;1;0
52;4;11;9;6;7;2;2;0;40;38;0;0;0
46;2;15;10;4;2;3;4;1;40;38;0;0;0
20;2;15;10;4;7;3;4;0;40;38;0;0;0
37;0;11;9;2;0;0;4;1;40;38;0;0;1
41;4;15;10;2;3;0;4;1;50;38;0;0;0
39;0;11;9;2;0;0;2;1;40;38;0;1;0
30;2;11;9;2;11;0;4;1;55;38;0;0;0
59;2;15;10;0;6;1;4;1;56;38;0;0;0
22;2;9;13;4;0;3;4;0;40;38;0;0;0
40;2;11;9;0;0;4;4;0;30;38;0;0;0
39;4;9;13;2;9;0;4;1;50;38;0;0;0
24;2;0;6;0;5;4;4;0;58;38;0;0;0
63;2;11;9;2;2;0;4;1;40;38;0;0;1
51;2;7;12;0;9;1;4;0;40;38;0;0;0
34;3;9;13;4;3;1;4;1;50;38;0;0;0
38;2;8;11;2;3;0;4;1;50;38;0;0;1
17;2;1;7;4;11;3;4;0;15;38;0;0;0
20;2;15;10;4;0;3;4;0;25;38;0;0;0
42;4;11;9;2;2;0;4;1;40;38;0;0;0
41;2;9;13;2;11;5;4;0;12;38;0;0;1
56;1;11;9;2;3;0;4;1;40;38;0;0;0
17;2;0;6;4;11;3;4;1;5;38;0;0;0
31;2;9;13;2;9;5;4;0;43;38;1;0;1
23;2;15;10;2;11;5;4;0;40;38;0;0;0
36;1;9;13;5;9;1;4;1;40;38;0;0;0
52;2;11;9;5;2;3;2;0;40;38;0;0;0
28;2;11;9;2;3;0;4;1;50;38;0;0;0
30;2;0;6;4;6;2;1;1;40;39;0;0;0
32;2;8;11;4;2;1;4;1;40;38;0;0;0
30;2;5;4;4;2;1;4;1;50;38;0;0;0
53;2;11;9;2;2;0;2;1;40;38;0;0;0
54;4;0;6;2;2;0;4;1;36;38;0;0;0
31;2;8;11;0;11;1;0;0;40;38;0;0;0
34;2;11;9;4;0;3;4;1;40;38;0;0;0
58;2;11;9;0;12;1;4;1;39;38;1;0;1
30;5;11;9;2;10;0;4;1;40;38;0;0;0
53;2;11;9;2;2;0;4;1;40;32;0;0;0
27;2;15;10;0;0;3;4;0;20;38;0;0;0
23;2;4;3;2;5;0;4;1;40;25;0;0;0
24;2;8;11;2;2;0;4;1;45;38;0;0;0
36;2;9;13;2;11;0;4;1;35;38;0;1;1
33;0;11;9;0;0;4;2;0;35;38;0;0;0
22;5;15;10;4;12;3;4;0;10;38;0;0;0
47;2;11;9;2;2;0;4;1;44;38;0;0;0
34;2;7;12;2;11;0;2;1;50;38;0;1;1
44;0;14;15;0;9;4;4;1;40;38;0;0;1
41;2;8;11;4;9;1;4;0;45;38;0;0;0
24;2;11;9;2;2;0;4;1;44;25;0;0;0
45;2;9;13;0;9;4;4;0;50;38;0;0;0
23;2;9;13;4;11;1;4;1;55;38;0;0;0
54;2;11;9;2;6;0;4;1;40;38;0;0;0
40;2;1;7;4;6;1;4;0;37;5;0;0;0
45;2;4;3;0;8;4;4;0;35;25;0;0;0
50;2;11;9;2;11;0;4;1;40;38;0;0;0
40;2;7;12;4;7;2;4;1;25;38;0;0;0
24;2;15;10;4;2;1;4;1;40;38;0;0;0
42;2;11;9;2;2;0;4;1;40;38;0;1;0
50;2;15;10;2;11;0;4;1;60;38;0;0;1
58;4;15;10;0;2;4;4;1;40;38;0;0;0
47;2;15;10;2;6;0;4;1;46;38;0;0;0
37;2;10;16;2;9;0;4;1;99;9;0;0;1
37;4;11;9;4;2;3;4;1;35;38;0;0;0
22;2;7;12;4;13;1;4;1;45;38;0;0;0
29;4;11;9;2;13;0;4;1;48;38;0;0;0
45;2;9;13;2;3;0;1;1;40;18;0;0;1
49;4;15;10;2;3;0;4;1;60;38;0;0;0
44;1;8;11;2;13;0;4;1;40;38;1;0;1
72;2;11;9;0;7;1;4;0;16;38;0;0;0
63;4;11;9;2;7;0;4;1;12;38;0;0;0
26;2;11;9;2;9;0;4;1;50;38;0;0;0
58;4;8;11;2;2;0;4;1;42;38;0;0;0
40;2;11;9;2;2;0;4;1;50;38;0;0;0
56;2;15;10;2;11;0;4;1;40;38;0;0;0
55;4;15;10;2;4;0;4;1;72;38;0;0;0
28;2;9;13;4;11;2;4;0;45;38;0;0;0
57;2;11;9;2;3;5;4;0;40;38;0;0;0
37;2;12;14;0;3;1;4;1;45;38;0;0;1
44;2;11;9;0;0;1;4;0;40;38;0;0;0
31;2;11;9;2;6;0;4;1;40;38;0;0;0
42;2;15;10;2;0;0;4;1;40;10;0;0;0
18;2;15;10;4;7;3;4;0;25;38;0;0;0
57;4;0;6;2;2;0;4;1;40;38;0;0;0
53;1;15;10;2;7;0;4;1;35;38;0;0;0
38;2;11;9;2;3;0;4;1;44;38;0;0;1
33;2;11;9;0;11;1;4;0;50;38;0;0;0
42;2;12;14;0;9;4;4;0;40;38;0;0;0
50;2;11;9;2;2;0;4;1;50;38;0;0;0
50;2;11;9;2;6;0;4;1;40;38;0;0;0
28;2;7;12;2;5;0;4;1;40;26;0;0;0
72;0;1;7;0;0;1;4;0;8;1;0;0;0
33;2;11;9;2;11;0;4;1;40;38;0;0;0
47;2;11;9;2;7;0;1;1;25;29;0;0;0
48;2;15;10;2;9;0;4;1;40;38;0;0;1
64;4;9;13;2;9;0;4;1;24;38;0;0;1
19;2;1;7;4;8;1;4;0;35;38;0;0;0
48;2;8;11;0;0;4;4;0;40;38;0;0;0
37;2;11;9;2;6;0;4;1;48;38;0;1;1
55;2;11;9;2;2;0;4;1;35;38;1;0;1
42;0;11;9;0;0;1;4;0;40;38;0;0;0
43;2;11;9;2;0;5;4;0;50;1;0;0;1
34;2;7;12;4;2;3;2;0;40;38;0;0;0
55;3;12;14;2;3;0;4;1;60;38;0;0;0
22;2;11;9;2;7;0;4;1;40;38;0;0;0
39;2;15;10;0;0;1;4;0;60;38;0;0;0
50;4;9;13;2;3;0;4;1;35;38;0;0;0
47;1;15;10;2;13;0;4;1;40;38;0;1;1
25;2;9;13;4;11;3;4;0;20;38;0;0;0
52;2;1;7;0;7;4;4;0;20;38;0;0;0
30;2;11;9;2;13;0;4;1;40;38;0;0;0
37;4;11;9;0;2;1;4;1;50;38;0;0;0
73;3;11;9;2;11;0;4;1;20;38;0;0;0
50;2;5;4;0;2;1;4;1;60;38;0;0;0
34;2;15;10;2;3;0;4;1;45;38;0;0;0
66;2;15;10;2;11;0;4;1;24;38;0;0;1
22;2;11;9;4;11;3;4;1;55;38;0;0;0
69;1;0;6;2;13;0;4;1;25;38;0;0;0
23;2;11;9;4;2;3;4;1;40;38;0;0;0
35;2;15;10;6;0;4;4;0;30;38;0;0;0
20;2;15;10;4;0;3;4;0;35;38;0;0;0
70;3;15;10;2;3;0;4;1;20;38;0;0;1
54;2;8;11;2;12;0;4;1;40;38;1;0;1
34;2;11;9;4;7;1;1;1;40;23;0;0;0
38;5;10;16;2;9;0;4;1;45;38;0;0;1
33;2;5;4;0;5;3;4;1;40;38;0;0;0
43;2;11;9;5;7;1;4;0;26;38;0;0;0
60;3;15;10;2;3;0;4;1;40;38;0;0;0
81;4;9;13;6;9;1;4;0;3;17;0;1;0
32;4;11;9;2;3;0;4;1;55;38;0;0;0
34;2;11;9;2;13;0;4;1;45;38;0;0;0
46;4;12;14;4;3;1;4;1;25;38;0;0;0
30;5;15;10;4;7;3;0;1;84;38;0;0;0
29;2;15;10;2;7;0;4;1;40;38;0;0;0
51;2;11;9;2;13;0;4;1;60;38;0;0;0
31;2;5;4;4;5;2;4;1;25;38;0;0;0
36;0;11;9;4;0;3;2;0;36;38;0;0;0
23;2;15;10;4;5;3;2;1;22;38;0;0;0
35;2;11;9;2;6;0;4;1;30;38;0;0;0
28;1;12;14;4;9;1;4;0;40;38;0;0;0
33;5;9;13;2;3;0;4;1;40;38;0;0;1
40;2;15;10;2;5;0;4;1;40;38;0;0;0
27;2;15;10;2;13;0;4;1;45;38;0;0;0
38;3;11;9;2;3;0;4;1;40;38;0;0;1
47;2;8;11;0;9;1;4;0;40;38;0;1;0
25;2;15;10;2;0;5;2;0;56;38;0;0;1
45;2;9;13;2;3;0;4;1;50;38;1;0;1
38;2;15;10;4;0;3;2;0;40;38;0;0;0
65;1;15;10;4;9;1;2;0;40;38;0;0;0
30;2;8;11;4;2;3;4;1;40;38;0;0;1
54;2;1;7;2;7;5;4;0;43;38;0;0;0
49;2;2;8;0;6;1;4;0;40;38;0;0;0
41;4;8;11;2;9;5;4;0;15;38;0;0;1
48;0;11;9;2;0;0;4;1;40;38;0;0;1
23;2;4;3;4;8;4;4;0;12;25;0;0;0
77;2;11;9;2;7;0;4;1;25;4;0;0;0
19;2;15;10;4;7;3;4;0;20;38;0;0;0
30;2;11;9;3;0;1;4;0;30;38;0;0;0
41;3;9;13;2;3;0;4;1;55;38;0;1;1
35;2;11;9;2;3;0;4;1;55;19;0;0;1
20;2;15;10;4;0;3;4;0;40;38;0;0;0
66;3;9;13;2;3;0;4;1;40;38;1;0;1
49;2;11;9;4;2;4;4;0;40;32;0;0;0
52;2;9;13;2;11;0;4;1;45;38;0;0;1
24;2;12;14;2;9;5;4;0;35;38;0;0;1
50;2;11;9;2;2;0;4;1;15;38;0;0;0
22;2;1;7;4;13;1;4;1;65;38;0;0;0
19;2;15;10;4;7;3;4;1;20;38;0;0;0
39;2;1;7;4;9;4;4;0;30;32;0;0;0
61;1;9;13;0;7;1;4;1;30;38;0;0;0
45;2;7;12;0;13;1;4;1;55;38;0;0;0
36;1;9;13;2;9;3;4;1;40;38;0;0;0
40;2;12;14;2;3;0;4;1;45;38;0;1;1
38;2;11;9;2;3;0;4;1;50;38;0;0;0
52;1;15;10;2;13;0;2;1;40;38;0;0;0
29;0;8;11;2;12;0;4;1;42;38;0;0;1
33;2;11;9;4;4;1;4;1;40;38;0;0;0
40;4;15;10;4;2;3;4;1;40;38;0;0;0
34;2;11;9;4;2;1;4;1;55;38;0;0;0
46;1;9;13;0;10;1;2;1;50;38;0;0;1
44;2;12;14;2;2;0;4;1;45;38;1;0;1
19;2;11;9;4;7;3;4;0;13;38;0;0;0
44;2;11;9;2;0;5;4;0;40;38;0;0;1
40;2;11;9;4;2;1;0;1;40;38;0;0;0
20;2;15;10;4;9;3;4;0;2;38;0;0;0
24;2;7;12;4;5;3;4;1;30;38;0;0;0
76;2;11;9;6;7;1;4;1;17;38;0;0;0
20;2;11;9;2;12;2;4;1;40;38;0;0;0
33;2;14;15;4;9;1;4;1;40;38;0;0;1
31;2;15;10;2;12;0;4;1;40;38;0;0;0
33;2;11;9;0;7;4;4;0;40;38;0;0;0
19;2;11;9;4;2;3;4;1;35;38;0;0;0
29;2;9;13;4;3;1;4;1;50;38;0;1;0
30;2;11;9;2;11;0;4;1;45;38;0;0;0
48;2;12;14;0;3;1;4;1;50;38;1;0;1
42;2;9;13;2;3;0;4;1;40;38;0;0;0
37;2;1;7;2;13;0;4;1;40;38;0;0;0
54;3;11;9;2;3;0;4;1;60;38;1;0;1
42;2;7;12;2;0;0;4;1;42;38;1;0;1
28;4;11;9;4;7;1;4;0;28;38;0;0;0
42;1;15;10;2;10;0;4;1;52;38;0;0;1
60;5;12;14;2;3;5;4;0;40;38;1;0;1
21;2;8;11;4;7;3;4;0;40;38;0;0;0
29;2;15;10;4;4;3;4;1;40;38;0;0;0
43;2;9;13;2;9;0;4;1;40;38;0;0;1
44;2;11;9;0;11;3;4;1;38;38;0;0;0
45;2;9;13;0;0;4;4;0;35;38;1;0;1
38;2;15;10;4;11;4;2;0;40;38;0;0;0
28;2;15;10;2;0;0;4;1;50;38;0;0;1
29;2;11;9;4;11;3;4;0;40;38;0;0;0
20;2;15;10;4;7;3;4;1;40;38;0;0;0
49;3;12;14;2;11;0;4;1;40;38;0;0;1
36;1;15;10;2;10;0;4;1;56;38;0;0;1
40;3;9;13;2;3;0;4;1;50;38;0;0;1
17;2;2;8;4;0;3;4;0;30;38;0;0;0
45;2;11;9;2;2;0;4;1;40;38;0;0;0
42;2;15;10;4;4;1;4;1;28;38;0;0;0
29;2;9;13;4;3;4;2;0;40;38;0;0;0
57;4;9;13;2;3;0;4;1;13;38;1;0;1
23;2;9;13;4;0;1;4;1;40;38;0;0;0
20;2;15;10;4;0;3;2;0;40;13;0;0;0
23;2;11;9;4;5;3;4;1;24;38;0;0;0
39;2;11;9;4;7;1;4;1;40;38;0;0;0
34;2;15;10;2;2;0;4;1;40;38;0;0;1
43;4;9;13;4;11;1;4;1;45;38;0;0;0
25;5;15;10;4;5;3;4;1;40;38;0;0;0
40;2;15;10;2;11;0;4;1;60;32;0;0;0
52;4;11;9;0;4;1;4;1;25;38;0;0;0
48;2;11;9;6;6;4;4;0;36;38;0;0;0
37;2;8;11;4;11;4;2;0;6;38;0;0;0
36;2;11;9;2;11;0;4;1;50;38;0;0;0
33;2;8;11;2;13;0;4;1;40;38;0;0;0
36;1;11;9;2;0;5;4;0;40;38;0;0;1
24;2;9;13;4;0;1;4;1;10;38;0;0;0
42;1;11;9;0;4;1;4;1;40;38;0;0;0
35;3;7;12;4;11;3;4;1;40;38;0;0;0
40;0;11;9;0;0;4;4;0;22;38;0;0;0
50;3;14;15;2;9;0;1;1;40;18;0;0;0
40;2;12;14;2;3;0;4;1;50;38;0;0;1
57;3;11;9;2;3;0;4;1;40;38;0;0;0
51;1;11;9;2;13;0;4;1;40;38;0;0;1
61;0;11;9;4;0;4;4;0;35;32;0;0;0
71;2;11;9;6;11;4;4;0;20;38;0;0;0
47;2;11;9;2;2;0;4;1;40;38;0;0;1
38;2;9;13;4;7;2;4;0;45;38;0;0;0
25;2;9;13;4;11;1;4;1;65;38;0;0;0
33;2;1;7;2;5;0;4;1;50;38;0;0;0
40;5;1;7;0;13;4;4;0;52;38;0;0;0
29;2;11;9;2;0;5;4;0;40;38;1;0;0
33;2;11;9;4;2;1;4;1;40;38;0;0;0
46;2;15;10;4;0;3;2;0;36;38;0;0;0
24;2;11;9;2;11;5;4;0;40;38;0;0;1
28;2;12;14;4;3;1;3;1;30;4;0;0;0
20;2;11;9;4;2;1;4;1;40;38;0;0;0
34;2;15;10;0;5;4;4;0;40;38;0;0;0
34;5;9;13;2;0;0;4;1;55;38;0;0;0
25;2;15;10;4;0;4;2;0;40;38;0;0;0
36;2;9;13;2;12;0;4;1;40;38;0;0;0
61;2;11;9;2;6;0;4;1;40;38;0;0;0
38;2;15;10;5;7;1;4;0;58;38;0;0;0
57;2;11;9;6;7;2;4;0;25;38;0;1;0
56;2;11;9;2;7;5;4;0;10;38;0;0;0
24;2;9;13;4;3;1;4;0;40;38;0;0;0
60;2;15;10;0;11;1;4;0;48;38;0;0;0
37;2;15;10;2;3;0;4;1;50;38;0;0;0
27;2;15;10;2;13;0;4;1;40;38;0;0;1
54;2;15;10;5;7;1;4;1;28;3;0;0;0
40;2;11;9;2;7;0;1;1;30;2;0;0;0
18;2;2;8;4;7;3;4;1;15;38;0;0;0
51;0;11;9;2;0;0;4;1;40;38;0;0;1
40;4;15;10;2;12;0;4;1;50;38;0;0;1
64;0;11;9;2;9;0;4;1;8;38;0;0;0
24;2;11;9;4;7;1;4;0;40;38;1;0;0
33;2;11;9;2;12;5;2;0;38;38;0;0;0
31;2;11;9;0;3;4;4;0;40;38;0;0;0
26;1;11;9;2;10;0;4;1;40;38;1;0;1
54;2;9;13;4;0;1;4;0;40;38;1;0;1
31;2;3;2;4;5;1;4;1;37;25;0;0;0
22;2;15;10;4;12;3;4;1;40;38;0;0;0
31;2;15;10;4;2;1;4;1;40;38;0;0;0
68;2;4;3;5;7;1;4;1;12;21;0;0;0
59;0;0;6;0;7;1;4;0;37;38;0;0;0
35;4;11;9;2;2;0;4;1;45;38;1;0;0
25;2;9;13;4;0;3;4;1;40;38;0;0;0
23;2;11;9;4;2;4;4;1;40;38;0;0;0
35;2;15;10;0;3;4;4;1;60;38;0;0;0
17;5;0;6;4;7;3;4;1;30;38;0;0;0
19;2;15;10;4;5;1;4;1;45;38;0;0;0
53;2;12;14;2;3;0;4;1;55;38;0;1;1
59;2;4;3;0;6;4;4;0;40;38;0;0;0
37;2;11;9;4;0;3;4;0;37;38;0;0;0
74;4;11;9;6;7;1;4;1;20;38;0;0;0
28;2;15;10;4;13;1;4;1;50;38;0;0;0
40;2;9;13;4;0;1;4;1;40;38;0;0;0
20;2;15;10;4;7;3;2;1;40;38;0;0;0
80;2;14;15;2;9;0;4;1;35;38;0;0;1
51;2;11;9;2;6;0;2;1;40;38;0;0;0
17;2;0;6;4;11;3;4;1;15;38;0;0;0
37;0;9;13;2;9;0;4;1;40;38;0;0;0
58;2;11;9;4;7;1;4;1;40;38;0;0;0
57;2;15;10;2;2;0;4;1;40;38;0;0;0
37;2;15;10;0;6;1;4;1;40;38;0;0;0
23;0;15;10;4;2;4;0;1;40;38;0;0;0
36;2;9;13;4;0;1;4;0;32;3;0;0;0
33;2;11;9;2;2;0;4;1;40;38;0;0;0
30;2;15;10;2;11;5;4;0;40;38;0;0;0
30;2;11;9;4;0;4;4;0;24;38;0;0;0
41;2;14;15;2;9;0;4;1;65;38;1;0;1
23;2;11;9;4;11;3;4;1;40;38;0;0;0
40;2;14;15;4;9;1;4;0;50;38;1;0;1
53;2;11;9;6;0;1;2;0;40;38;0;0;0
31;5;15;10;4;12;1;4;1;13;38;0;0;0
36;2;11;9;4;0;2;4;1;40;38;0;0;0
30;2;2;8;0;7;1;4;0;40;38;0;0;0
44;2;11;9;2;10;0;4;1;40;1;0;0;0
36;2;11;9;4;7;3;4;1;40;38;0;0;0
42;2;7;12;2;9;0;4;1;40;38;0;0;1
48;4;11;9;2;2;0;4;1;30;28;0;0;0
22;2;9;13;4;9;3;4;1;40;38;0;0;0
38;2;11;9;2;6;0;4;1;40;38;0;0;0
31;2;11;9;4;2;1;4;1;50;38;0;0;0
32;2;11;9;0;7;3;4;1;40;38;1;0;0
35;2;11;9;2;5;0;2;1;40;38;0;0;0
21;2;15;10;4;11;3;4;1;43;38;0;0;0
26;2;11;9;2;6;0;4;1;40;38;0;0;0
19;1;11;9;4;0;3;2;0;40;38;0;0;0
43;2;11;9;1;2;5;2;0;42;38;0;0;1
33;2;11;9;2;2;0;4;1;60;38;0;0;0
30;2;9;13;4;2;3;4;1;10;38;0;0;0
52;2;0;6;2;13;0;4;1;45;38;0;0;0
38;1;9;13;2;3;0;4;1;40;38;0;0;1
28;2;9;13;2;3;0;4;1;46;38;0;0;1
57;4;7;12;2;7;0;4;1;40;19;0;0;0
51;2;9;13;2;9;0;4;1;50;38;0;0;1
50;2;6;5;2;6;0;4;1;48;38;0;0;0
32;2;9;13;2;3;0;1;1;50;2;0;0;1
32;2;9;13;2;9;0;4;1;48;38;0;1;1
37;2;11;9;2;2;0;4;1;40;38;0;0;0
69;4;11;9;2;11;0;4;1;33;38;0;0;0
37;2;15;10;2;11;0;4;1;50;10;0;0;1
36;2;15;10;4;0;1;4;1;40;38;1;0;0
47;4;11;9;2;13;0;4;1;45;38;0;0;1
63;2;0;6;2;13;0;4;1;40;38;0;0;0
21;2;15;10;4;0;1;4;1;65;38;0;0;0
17;2;11;9;4;7;2;4;1;35;25;0;0;0
56;2;11;9;5;2;4;4;1;40;38;0;0;0
90;1;7;12;2;0;0;1;1;20;29;0;0;0
27;2;15;10;0;0;1;4;0;38;38;0;0;0
38;2;11;9;0;0;4;4;0;20;38;0;0;0
33;2;7;12;2;9;0;4;1;50;38;0;0;0
26;2;11;9;4;3;1;4;0;40;38;0;0;0
20;2;15;10;4;7;3;4;0;35;38;0;0;0
42;2;1;7;2;13;0;4;1;40;38;0;0;0
55;2;11;9;0;3;1;4;0;40;38;0;0;0
32;5;15;10;2;9;5;2;0;40;38;0;0;0
66;2;9;13;2;11;0;4;1;40;38;1;0;1
66;1;10;16;0;9;1;4;0;40;38;1;0;0
49;2;15;10;0;7;1;4;0;40;38;0;0;0
34;2;11;9;0;10;1;2;1;45;38;0;0;0
38;2;9;13;2;3;0;4;1;50;38;0;0;1
40;3;11;9;2;3;0;4;1;40;38;0;0;0
22;0;7;12;4;7;3;4;1;20;38;0;0;0
46;4;11;9;2;13;0;4;1;40;38;0;0;0
29;2;11;9;2;6;0;4;1;50;38;0;0;0
19;2;2;8;4;5;3;0;1;20;38;0;0;0
37;1;9;13;0;9;4;4;0;35;38;1;0;0
52;1;12;14;4;9;1;4;1;32;38;0;0;1
27;2;12;14;4;0;1;4;0;46;38;0;0;0
52;2;11;9;2;13;5;4;0;40;38;0;0;0
31;2;11;9;4;2;3;4;1;40;38;1;0;0
37;3;15;10;2;2;0;4;1;50;38;0;0;1
28;2;11;9;4;5;1;4;1;40;38;0;0;0
25;2;5;4;2;2;0;4;1;40;25;0;0;0
31;2;15;10;2;0;0;4;1;50;38;0;0;0
29;2;11;9;2;2;0;4;1;40;38;0;0;0
45;2;11;9;6;0;4;4;0;35;38;0;0;0
69;2;5;4;2;7;0;4;1;20;38;0;0;0
50;2;1;7;2;6;0;2;1;40;38;0;0;0
54;5;10;16;2;9;0;4;1;46;8;0;0;1
17;2;6;5;4;7;3;4;0;20;38;0;0;0
34;2;11;9;4;12;3;1;1;35;2;1;0;1
23;2;15;10;4;6;3;4;1;40;38;0;0;0
66;2;9;13;2;9;0;4;1;45;38;0;0;1
61;2;11;9;2;2;0;4;1;40;38;0;0;0
55;2;15;10;0;6;1;4;0;40;38;0;0;0
24;2;11;9;4;5;1;4;1;40;38;0;0;0
30;2;11;9;0;11;4;4;1;30;38;1;0;0
49;2;8;11;0;3;1;4;1;45;38;0;0;1
56;3;11;9;2;11;0;4;1;50;38;0;0;1
25;2;11;9;2;11;0;4;1;40;38;0;0;0
49;2;9;13;0;10;1;4;1;40;38;0;0;0
58;2;9;13;2;12;0;4;1;40;38;0;0;1
40;0;9;13;4;0;1;4;1;40;32;0;0;0
62;2;12;14;0;9;1;4;0;45;38;0;0;0
54;2;9;13;2;12;0;4;1;25;38;0;0;1
34;4;8;11;4;7;2;4;0;40;38;0;0;0
18;2;0;6;4;2;3;4;1;30;38;0;0;0
32;2;11;9;2;11;0;1;1;40;16;0;0;0
22;1;9;13;4;9;1;4;0;35;38;0;0;0
34;5;9;13;4;9;1;4;1;48;38;0;0;0
47;2;11;9;2;7;0;4;1;40;25;0;0;0
19;2;15;10;4;11;3;4;0;40;38;0;0;0
41;3;15;10;2;3;0;4;1;55;38;0;1;1
46;2;15;10;2;7;5;4;0;40;38;1;0;0
56;4;5;4;0;11;2;4;1;20;25;0;0;0
42;2;11;9;0;6;1;2;0;40;38;0;0;0
25;2;9;13;4;9;3;4;0;35;38;0;1;0
42;2;11;9;2;0;0;4;1;50;38;0;0;0
43;2;9;13;0;9;1;4;0;40;38;1;0;1
17;2;1;7;4;11;3;4;0;12;38;0;1;0
57;4;5;4;2;2;0;4;1;40;38;0;0;1
40;2;12;14;2;3;0;4;1;50;38;0;0;1
62;1;11;9;6;7;1;4;0;40;1;0;0;0
20;2;15;10;4;0;3;4;1;16;38;0;0;0
47;2;15;10;2;13;0;4;1;50;38;0;0;0
40;2;15;10;2;3;0;4;1;40;38;0;0;0
48;2;9;13;2;2;0;4;1;55;38;0;0;0
39;3;8;11;2;4;0;4;1;60;38;0;0;1
46;1;15;10;2;2;0;2;1;40;38;0;0;1
72;3;14;15;2;9;0;4;1;50;38;1;0;1
53;2;11;9;2;6;0;4;1;30;38;0;0;0
47;0;15;10;2;5;0;4;1;40;38;0;0;1
40;4;11;9;0;2;1;4;1;45;1;0;0;0
34;2;11;9;5;13;1;1;1;40;38;0;0;0
41;2;11;9;4;0;3;4;1;40;38;0;0;0
41;2;11;9;2;2;0;4;1;40;38;0;0;0
20;2;15;10;4;5;3;4;1;35;38;0;0;0
